timestamp,cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,target,latency_ms,throughput,cost,utilization
2024-01-01 05:05:00,38.8,90.6,225.14,109.75,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,238.54,1287.49,0.0174,64.7
2024-01-01 05:15:00,70.53,77.71,406.21,810.66,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,225.76,1437.54,0.0174,74.12
2024-01-01 05:20:00,15.18,59.46,248.69,898.93,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,254.43,730.33,0.1366,37.32
2024-01-01 05:55:00,30.12,96.69,55.47,972.89,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,238.84,1268.73,0.1366,63.41
2024-01-01 06:00:00,16.64,59.85,486.19,570.79,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,276.27,812.86,0.1366,38.25
2024-01-01 06:10:00,34.96,26.93,258.66,418.02,Azure,us-east,B1s,1,1.0,0.012,no_action,261.46,626.42,0.018,30.95
2024-01-01 06:20:00,71.63,24.64,459.92,840.28,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,238.66,1054.27,0.1366,48.13
2024-01-01 06:25:00,93.95,87.95,70.35,123.73,Azure,us-west,t2.micro,1,1.0,0.0116,scale_up,220.84,1795.54,0.0174,90.95
2024-01-01 06:40:00,79.21,95.03,432.34,322.61,Azure,us-east,B1s,1,1.0,0.012,scale_up,202.2,1735.28,0.018,87.12
2024-01-01 06:50:00,20.22,70.44,284.14,795.09,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,266.46,909.98,0.0174,45.33
2024-01-01 07:20:00,16.83,21.6,107.62,236.71,Azure,us-west,t2.micro,1,1.0,0.0116,scale_down,284.45,337.31,0.0174,19.21
2024-01-01 07:50:00,51.63,77.27,66.51,327.19,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,241.32,1304.56,0.0174,64.45
2024-01-01 08:30:00,20.08,45.81,486.26,878.96,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,261.29,696.67,0.0174,32.95
2024-01-01 09:05:00,94.45,26.31,79.92,767.01,Azure,asia-south,B1s,1,1.0,0.012,scale_up,251.3,1220.32,0.018,60.38
2024-01-01 09:20:00,49.52,43.92,258.21,371.24,Azure,asia-south,B1s,1,1.0,0.012,no_action,253.46,1018.22,0.018,46.72
2024-01-01 09:50:00,81.76,23.49,153.16,750.03,Azure,us-east,B1s,1,1.0,0.012,no_action,256.07,1120.28,0.018,52.62
2024-01-01 10:00:00,51.58,95.26,119.01,627.61,Azure,us-east,B1s,1,1.0,0.012,scale_up,251.04,1474.86,0.018,73.42
2024-01-01 10:05:00,11.63,88.49,469.45,608.62,Azure,us-east,B1s,1,1.0,0.012,scale_up,254.75,1012.39,0.018,50.06
2024-01-01 10:15:00,94.09,93.3,252.88,201.91,Azure,asia-south,B1s,1,1.0,0.012,scale_up,206.86,1928.61,0.018,93.69
2024-01-01 10:25:00,58.37,92.79,205.86,412.26,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,221.06,1595.05,0.1366,75.58
2024-01-01 10:50:00,60.84,15.91,398.99,507.96,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,235.12,822.08,0.0174,38.38
2024-01-01 11:00:00,67.96,46.79,61.42,240.54,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,251.98,1211.08,0.0174,57.38
2024-01-01 11:25:00,47.93,90.34,417.85,407.64,Azure,us-east,B1s,1,1.0,0.012,scale_up,223.82,1312.28,0.018,69.14
2024-01-01 11:30:00,63.13,34.13,330.87,468.47,Azure,us-west,B1s,1,1.0,0.012,no_action,230.55,1057.42,0.018,48.63
2024-01-01 11:45:00,67.01,33.21,112.71,851.44,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,250.07,1019.58,0.1366,50.11
2024-01-01 11:55:00,34.66,59.88,343.14,846.77,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,255.29,994.53,0.0174,47.27
2024-01-01 12:00:00,64.05,69.85,128.92,922.97,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,214.64,1275.02,0.1366,66.95
2024-01-01 12:05:00,56.7,14.23,124.83,764.23,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,266.4,671.53,0.1366,35.47
2024-01-01 12:25:00,40.08,79.38,97.97,167.62,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,239.92,1283.14,0.0174,59.73
2024-01-01 12:30:00,71.96,49.13,160.88,837.19,Azure,us-west,B1s,1,1.0,0.012,no_action,245.78,1259.53,0.018,60.55
2024-01-01 12:35:00,34.49,63.12,212.44,182.42,Azure,us-west,B1s,1,1.0,0.012,no_action,250.45,1007.13,0.018,48.8
2024-01-01 12:45:00,72.3,86.43,162.35,540.48,Azure,us-east,B1s,1,1.0,0.012,scale_up,224.93,1597.68,0.018,79.37
2024-01-01 12:55:00,93.2,97.4,474.92,526.79,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,204.98,1907.49,0.1366,95.3
2024-01-01 13:15:00,30.97,12.2,441.54,119.14,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,279.24,484.97,0.1366,21.59
2024-01-01 13:20:00,94.52,81.89,499.07,415.64,Azure,us-west,B1s,1,1.0,0.012,scale_up,206.62,1834.57,0.018,88.2
2024-01-01 13:25:00,53.19,66.48,443.15,985.68,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,235.71,1269.37,0.0174,59.84
2024-01-01 13:45:00,95.03,52.07,326.04,250.33,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,228.11,1495.62,0.1366,73.55
2024-01-01 14:50:00,67.06,58.6,400.93,196.28,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,239.66,1335.47,0.1366,62.83
2024-01-01 14:55:00,96.67,40.77,334.68,938.83,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_up,226.82,1384.1,0.1366,68.72
2024-01-01 15:00:00,37.09,73.74,80.31,623.95,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,256.54,1032.14,0.0174,55.41
2024-01-01 15:20:00,24.73,81.53,362.16,298.69,Azure,asia-south,B1s,1,1.0,0.012,no_action,249.31,1034.4,0.018,53.13
2024-01-01 15:25:00,68.91,34.59,477.89,235.95,Azure,asia-south,B1s,1,1.0,0.012,no_action,254.75,1030.04,0.018,51.75
2024-01-01 15:40:00,87.79,52.59,485.69,266.97,Azure,us-west,B1s,1,1.0,0.012,scale_up,233.24,1426.64,0.018,70.19
2024-01-01 15:50:00,81.69,53.34,102.79,212.67,Azure,us-west,B1s,1,1.0,0.012,no_action,225.72,1440.35,0.018,67.52
2024-01-01 16:00:00,37.93,50.97,55.23,165.2,Azure,us-west,B1s,1,1.0,0.012,no_action,251.03,767.81,0.018,44.45
2024-01-01 16:10:00,31.78,98.8,114.12,549.0,Azure,us-west,B1s,1,1.0,0.012,scale_up,249.74,1349.67,0.018,65.29
2024-01-01 16:15:00,60.37,10.88,196.91,565.94,Azure,us-east,B1s,1,1.0,0.012,no_action,261.9,678.4,0.018,35.62
2024-01-01 16:20:00,12.99,17.07,228.62,219.44,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,302.95,332.64,0.1366,15.03
2024-01-01 16:25:00,82.05,28.01,125.37,194.11,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,258.96,1146.83,0.1366,55.03
2024-01-01 16:35:00,74.27,82.16,202.75,833.34,Azure,asia-south,B1s,1,1.0,0.012,no_action,234.96,1574.18,0.018,78.22
2024-01-01 16:50:00,69.28,54.84,299.91,747.28,Azure,us-west,B1s,1,1.0,0.012,no_action,238.32,1247.2,0.018,62.06
2024-01-01 17:05:00,98.89,13.61,440.16,620.81,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,260.59,1102.06,0.1366,56.25
2024-01-01 17:35:00,79.61,21.78,486.42,508.41,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,250.07,949.75,0.0174,50.7
2024-01-01 17:40:00,40.33,84.6,243.9,323.84,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.54,1291.81,0.1366,62.46
2024-01-01 18:05:00,50.93,56.4,269.98,700.18,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,257.42,1021.3,0.0174,53.66
2024-01-01 18:10:00,28.17,70.61,486.46,184.51,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,244.37,1083.5,0.0174,49.39
2024-01-01 18:20:00,54.75,65.61,441.01,613.55,Azure,asia-south,B1s,1,1.0,0.012,no_action,250.88,1262.95,0.018,60.18
2024-01-01 18:25:00,29.41,69.3,227.24,686.11,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,253.67,949.39,0.1366,49.35
2024-01-01 18:30:00,99.95,14.34,489.73,466.22,Azure,asia-south,B1s,1,1.0,0.012,scale_up,246.07,1164.0,0.018,57.15
2024-01-01 18:50:00,44.97,50.38,156.89,435.93,Azure,us-west,B1s,1,1.0,0.012,no_action,268.75,1003.99,0.018,47.67
2024-01-01 19:05:00,64.71,78.84,415.84,746.31,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,235.81,1449.56,0.0174,71.78
2024-01-01 19:15:00,53.73,33.11,178.19,376.56,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,258.38,938.0,0.0174,43.42
2024-01-01 19:25:00,26.3,71.3,131.65,572.65,Azure,us-east,B1s,1,1.0,0.012,no_action,245.19,991.99,0.018,48.8
2024-01-01 19:50:00,66.15,50.66,313.97,251.21,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,247.93,1188.79,0.0174,58.41
2024-01-01 19:55:00,29.51,18.61,60.64,677.77,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,285.58,591.73,0.1366,24.06
2024-01-01 20:10:00,34.67,17.15,88.55,904.77,Azure,asia-south,B1s,1,1.0,0.012,no_action,268.27,467.46,0.018,25.91
2024-01-01 20:15:00,30.4,41.95,81.24,567.15,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,266.16,645.71,0.1366,36.17
2024-01-01 20:45:00,56.89,66.12,90.11,779.74,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,239.83,1222.48,0.1366,61.51
2024-01-01 20:50:00,80.38,73.79,66.27,372.82,Azure,asia-south,B1s,1,1.0,0.012,no_action,215.06,1475.14,0.018,77.09
2024-01-01 21:40:00,15.23,99.54,76.0,725.53,Azure,us-east,B1s,1,1.0,0.012,scale_up,236.48,1132.58,0.018,57.39
2024-01-01 22:05:00,11.09,31.71,489.14,821.38,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,278.45,456.96,0.1366,21.4
2024-01-01 22:10:00,19.88,59.32,254.47,859.92,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,260.13,745.34,0.1366,39.6
2024-01-01 22:20:00,51.35,80.65,451.44,959.8,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,227.31,1372.0,0.0174,66.0
2024-01-01 22:30:00,69.34,90.56,336.5,652.54,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,220.37,1561.33,0.1366,79.95
2024-01-01 22:35:00,23.52,76.37,280.5,712.21,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,246.4,1008.13,0.1366,49.95
2024-01-01 22:50:00,33.85,11.89,86.98,971.07,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,287.09,419.56,0.0174,22.87
2024-01-01 22:55:00,66.22,44.37,142.56,209.25,Azure,us-west,B1s,1,1.0,0.012,no_action,257.99,1133.71,0.018,55.3
2024-01-01 23:00:00,67.95,57.73,68.88,971.64,Azure,us-east,B1s,1,1.0,0.012,no_action,230.72,1303.19,0.018,62.84
2024-01-01 23:35:00,83.6,29.22,277.63,856.63,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,246.68,1213.31,0.1366,56.41
2024-01-01 23:45:00,67.27,78.5,122.03,515.4,Azure,us-west,B1s,1,1.0,0.012,no_action,225.02,1415.17,0.018,72.88
2024-01-01 23:50:00,82.01,28.36,299.79,759.76,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,232.86,1125.93,0.1366,55.19
2024-01-02 00:15:00,81.48,18.37,314.69,532.88,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,244.43,1007.73,0.1366,49.93
2024-01-02 00:40:00,99.85,93.98,339.15,479.12,Azure,us-west,B1s,1,1.0,0.012,scale_up,215.3,1967.4,0.018,96.91
2024-01-02 01:05:00,49.32,75.66,394.48,243.02,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,227.53,1264.89,0.1366,62.49
2024-01-02 01:20:00,50.48,79.9,79.41,538.81,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,210.57,1348.0,0.1366,65.19
2024-01-02 01:25:00,41.26,90.99,59.82,697.41,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,234.54,1348.3,0.1366,66.12
2024-01-02 01:40:00,20.27,23.61,151.39,325.87,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,280.07,496.23,0.1366,21.94
2024-01-02 01:45:00,57.11,20.33,437.06,750.53,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,263.04,756.05,0.1366,38.72
2024-01-02 02:05:00,24.82,39.72,390.54,567.45,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,270.96,632.78,0.0174,32.27
2024-01-02 02:20:00,79.81,96.8,141.69,571.0,Azure,asia-south,B1s,1,1.0,0.012,scale_up,220.89,1732.69,0.018,88.31
2024-01-02 02:40:00,17.51,89.42,411.62,554.69,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,245.74,1091.92,0.0174,53.47
2024-01-02 02:50:00,24.6,11.13,301.89,574.66,Azure,us-west,B1s,1,1.0,0.012,scale_down,287.93,373.59,0.018,17.87
2024-01-02 03:30:00,72.47,56.14,187.39,291.38,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,240.83,1295.08,0.0174,64.31
2024-01-02 03:50:00,76.59,92.63,176.02,872.51,Azure,asia-south,B1s,1,1.0,0.012,scale_up,220.52,1679.22,0.018,84.61
2024-01-02 04:05:00,18.69,31.77,55.58,521.89,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,282.77,423.78,0.1366,25.23
2024-01-02 04:10:00,36.75,36.99,384.44,143.33,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,272.63,822.93,0.0174,36.87
2024-01-02 04:15:00,90.31,26.68,85.54,315.56,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,242.21,1227.99,0.0174,58.5
2024-01-02 04:35:00,63.25,73.24,156.85,561.13,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,229.29,1322.74,0.0174,68.25
2024-01-02 04:45:00,67.07,16.38,164.48,425.67,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.16,832.65,0.1366,41.72
2024-01-02 05:00:00,82.23,61.48,280.7,364.14,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,226.54,1470.67,0.0174,71.86
2024-01-02 05:05:00,17.84,65.54,101.23,410.7,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,269.07,834.87,0.1366,41.69
2024-01-02 05:10:00,54.42,73.2,496.77,218.34,Azure,asia-south,B1s,1,1.0,0.012,no_action,229.11,1200.51,0.018,63.81
2024-01-02 05:20:00,84.14,95.96,419.54,101.41,Azure,us-east,B1s,1,1.0,0.012,scale_up,205.12,1808.34,0.018,90.05
2024-01-02 05:40:00,63.43,10.91,336.24,921.96,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,272.36,757.76,0.1366,37.17
2024-01-02 06:05:00,50.18,81.85,420.09,871.81,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,232.64,1360.84,0.1366,66.02
2024-01-02 06:10:00,38.7,62.4,217.03,640.97,Azure,us-west,B1s,1,1.0,0.012,no_action,259.78,1067.34,0.018,50.55
2024-01-02 06:25:00,46.87,38.01,354.7,645.2,Azure,us-east,B1s,1,1.0,0.012,no_action,245.22,819.18,0.018,42.44
2024-01-02 06:40:00,24.4,12.1,390.3,512.67,Azure,us-west,n1-standard-1,1,3.75,0.0475,scale_down,287.36,350.23,0.1366,18.25
2024-01-02 06:50:00,98.56,35.96,482.51,450.53,Azure,us-west,t2.micro,1,1.0,0.0116,scale_up,217.03,1288.86,0.0174,67.26
2024-01-02 07:20:00,30.5,96.76,459.25,749.93,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,247.23,1277.5,0.1366,63.63
2024-01-02 07:35:00,62.99,43.78,178.6,282.9,Azure,us-east,B1s,1,1.0,0.012,no_action,240.66,1136.42,0.018,53.39
2024-01-02 07:40:00,56.01,54.31,309.78,879.02,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,244.29,1117.48,0.1366,55.16
2024-01-02 07:55:00,66.39,93.37,58.6,529.16,Azure,us-west,t2.micro,1,1.0,0.0116,scale_up,231.36,1644.98,0.0174,79.88
2024-01-02 08:10:00,36.52,11.29,382.04,850.73,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,269.68,499.7,0.0174,23.91
2024-01-02 08:30:00,16.92,55.06,407.53,736.38,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,247.93,681.66,0.0174,35.99
2024-01-02 08:50:00,62.73,66.23,82.3,714.36,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,243.59,1240.92,0.1366,64.48
2024-01-02 09:10:00,85.54,10.34,161.07,766.81,Azure,asia-south,B1s,1,1.0,0.012,scale_up,245.48,943.61,0.018,47.94
2024-01-02 09:30:00,96.94,78.49,477.85,732.29,Azure,us-west,B1s,1,1.0,0.012,scale_up,206.11,1738.5,0.018,87.72
2024-01-02 09:35:00,80.36,67.97,71.68,424.05,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,225.84,1513.36,0.1366,74.16
2024-01-02 09:50:00,52.51,89.21,147.08,710.03,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,213.6,1458.09,0.1366,70.86
2024-01-02 10:00:00,74.19,27.93,450.6,358.67,Azure,us-east,B1s,1,1.0,0.012,no_action,243.5,1013.06,0.018,51.06
2024-01-02 11:20:00,13.95,24.92,250.49,288.27,Azure,us-west,B1s,1,1.0,0.012,scale_down,276.27,418.13,0.018,19.44
2024-01-02 11:45:00,10.81,42.13,466.79,305.81,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,261.03,559.63,0.0174,26.47
2024-01-02 12:30:00,80.23,52.87,273.89,284.21,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,220.93,1349.18,0.0174,66.55
2024-01-02 12:50:00,21.51,78.9,50.01,474.91,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,243.04,1005.81,0.1366,50.21
2024-01-02 13:10:00,63.16,69.49,85.31,590.05,Azure,us-west,B1s,1,1.0,0.012,no_action,225.37,1352.63,0.018,66.32
2024-01-02 13:30:00,92.89,72.51,378.04,875.52,Azure,us-west,B1s,1,1.0,0.012,scale_up,225.69,1623.14,0.018,82.7
2024-01-02 13:50:00,73.44,83.54,295.89,970.33,Azure,asia-south,t2.micro,1,1.0,0.0116,no_action,221.58,1536.78,0.0174,78.49
2024-01-02 13:55:00,74.66,87.64,130.67,820.0,Azure,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,197.32,1677.86,0.1366,81.15
2024-01-02 14:15:00,37.61,41.77,329.58,400.64,Azure,asia-south,B1s,1,1.0,0.012,no_action,254.02,870.49,0.018,39.69
2024-01-02 14:20:00,16.15,80.54,178.59,489.49,Azure,us-east,B1s,1,1.0,0.012,no_action,240.49,1028.69,0.018,48.34
2024-01-02 14:40:00,76.41,73.41,240.23,411.87,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,210.12,1465.7,0.0174,74.91
2024-01-02 15:00:00,73.6,64.9,190.81,343.99,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,240.93,1398.57,0.1366,69.25
2024-01-02 15:25:00,18.34,77.35,461.55,490.62,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,247.79,876.57,0.1366,47.84
2024-01-02 15:30:00,75.11,10.81,315.25,651.96,Azure,us-west,t2.micro,1,1.0,0.0116,no_action,244.12,893.69,0.0174,42.96
2024-01-02 15:40:00,34.37,32.28,78.14,513.05,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,273.5,740.86,0.1366,33.33
2024-01-02 15:50:00,93.94,58.98,140.13,655.11,Azure,us-west,B1s,1,1.0,0.012,scale_up,232.23,1573.56,0.018,76.46
2024-01-02 16:10:00,94.27,15.76,421.13,363.14,Azure,us-west,B1s,1,1.0,0.012,scale_up,241.11,1098.03,0.018,55.02
2024-01-02 16:20:00,68.97,33.42,121.77,244.42,Azure,us-west,B1s,1,1.0,0.012,no_action,256.71,1040.9,0.018,51.2
2024-01-02 16:45:00,27.45,87.29,354.62,854.12,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,246.83,1177.74,0.1366,57.37
2024-01-02 16:55:00,30.66,20.58,124.38,101.79,Azure,asia-south,B1s,1,1.0,0.012,no_action,284.14,558.32,0.018,25.62
2024-01-02 17:05:00,19.48,30.01,283.65,646.98,Azure,us-east,n1-standard-1,1,3.75,0.0475,no_action,261.48,466.66,0.1366,24.75
2024-01-02 17:10:00,29.76,96.39,327.34,601.19,Azure,us-east,n1-standard-1,1,3.75,0.0475,scale_up,221.07,1167.5,0.1366,63.08
2024-01-02 17:15:00,58.68,72.68,365.97,254.52,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,207.96,1313.77,0.1366,65.68
2024-01-02 17:35:00,66.56,71.98,163.97,108.98,Azure,us-west,B1s,1,1.0,0.012,no_action,233.54,1473.33,0.018,69.27
2024-01-02 17:40:00,85.25,83.92,429.5,536.59,Azure,us-west,t2.micro,1,1.0,0.0116,scale_up,226.38,1660.42,0.0174,84.59
2024-01-02 17:55:00,97.13,15.99,341.74,166.69,Azure,us-east,B1s,1,1.0,0.012,scale_up,255.44,1106.6,0.018,56.56
2024-01-02 18:00:00,49.01,99.75,301.58,389.05,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,219.27,1428.12,0.0174,74.38
2024-01-02 18:20:00,80.38,77.66,411.35,566.21,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,225.08,1537.35,0.0174,79.02
2024-01-02 19:05:00,17.95,72.91,215.76,489.11,Azure,us-west,B1s,1,1.0,0.012,no_action,258.07,830.36,0.018,45.43
2024-01-02 19:20:00,16.05,18.54,499.5,393.98,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_down,290.27,376.52,0.0174,17.3
2024-01-02 19:30:00,12.02,42.44,402.68,609.56,Azure,us-east,B1s,1,1.0,0.012,no_action,283.59,478.99,0.018,27.23
2024-01-02 19:35:00,30.88,11.29,393.96,661.37,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,282.78,476.25,0.1366,21.09
2024-01-02 20:05:00,34.78,24.06,336.17,639.37,Azure,us-east,t2.micro,1,1.0,0.0116,no_action,276.21,544.41,0.0174,29.42
2024-01-02 20:15:00,85.43,82.25,482.41,582.34,Azure,asia-south,B1s,1,1.0,0.012,scale_up,190.86,1661.97,0.018,83.84
2024-01-02 20:20:00,23.83,61.53,174.66,929.18,Azure,us-west,n1-standard-1,1,3.75,0.0475,no_action,274.87,932.25,0.1366,42.68
2024-01-02 20:25:00,41.94,14.68,64.28,481.0,Azure,asia-south,n1-standard-1,1,3.75,0.0475,no_action,273.64,528.29,0.1366,28.31
2024-01-02 20:45:00,97.78,83.53,433.65,944.17,Azure,asia-south,t2.micro,1,1.0,0.0116,scale_up,207.29,1775.77,0.0174,90.66
