timestamp,cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,target,latency_ms,throughput,cost,utilization
2024-01-01 11:05:00,12.44,29.98,153.98,704.7,GCP,us-east,t2.micro,1,1.0,0.0116,scale_down,273.54,448.67,0.0174,21.21
2024-01-01 11:10:00,68.75,31.44,94.75,318.85,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,257.01,1024.11,0.0174,50.09
2024-01-01 11:15:00,84.72,45.75,350.64,284.49,GCP,asia-south,B1s,1,1.0,0.012,no_action,240.7,1289.22,0.018,65.23
2024-01-01 11:20:00,11.17,17.7,143.55,123.88,GCP,asia-south,B1s,1,1.0,0.012,scale_down,288.83,226.14,0.018,14.43
2024-01-01 11:50:00,25.45,34.51,58.28,922.87,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,271.98,550.68,0.0174,29.98
2024-01-01 12:15:00,60.98,52.84,348.65,943.15,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,234.51,1173.22,0.0174,56.91
2024-01-01 13:05:00,16.93,72.67,202.94,752.29,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,253.33,874.01,0.1366,44.8
2024-01-01 13:40:00,44.59,71.17,148.21,954.97,GCP,us-west,B1s,1,1.0,0.012,no_action,251.96,1146.9,0.018,57.88
2024-01-01 13:55:00,80.16,41.51,76.03,972.19,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,253.37,1188.16,0.1366,60.83
2024-01-01 14:05:00,63.36,62.21,91.17,889.71,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,231.09,1236.31,0.0174,62.78
2024-01-01 14:20:00,17.29,29.82,357.47,168.52,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_down,276.28,530.52,0.1366,23.55
2024-01-01 14:25:00,53.25,63.32,421.11,413.03,GCP,asia-south,B1s,1,1.0,0.012,no_action,248.53,1258.04,0.018,58.28
2024-01-01 14:30:00,34.03,89.08,408.84,692.61,GCP,asia-south,B1s,1,1.0,0.012,scale_up,246.65,1256.46,0.018,61.55
2024-01-01 14:35:00,72.77,71.21,328.38,777.44,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,226.34,1447.14,0.0174,71.99
2024-01-01 14:40:00,40.16,76.92,122.34,836.17,GCP,us-east,B1s,1,1.0,0.012,no_action,241.75,1234.72,0.018,58.54
2024-01-01 14:45:00,10.57,35.83,327.62,983.07,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,263.2,501.31,0.0174,23.2
2024-01-01 15:05:00,14.12,88.44,488.07,971.99,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,243.13,1044.46,0.0174,51.28
2024-01-01 15:10:00,78.24,12.21,59.96,391.25,GCP,us-east,B1s,1,1.0,0.012,no_action,270.43,901.21,0.018,45.22
2024-01-01 15:15:00,71.5,50.13,173.13,997.41,GCP,us-east,B1s,1,1.0,0.012,no_action,224.7,1106.36,0.018,60.81
2024-01-01 15:55:00,28.05,54.24,78.89,623.77,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,267.26,790.27,0.1366,41.15
2024-01-01 16:30:00,12.84,94.26,73.39,587.17,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,253.43,1090.67,0.1366,53.55
2024-01-01 16:40:00,50.71,67.92,286.88,758.43,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,234.17,1162.11,0.1366,59.31
2024-01-01 16:45:00,88.46,29.73,489.14,403.21,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,246.13,1153.21,0.0174,59.09
2024-01-01 17:00:00,88.14,75.45,384.22,482.94,GCP,asia-south,B1s,1,1.0,0.012,scale_up,205.95,1562.68,0.018,81.8
2024-01-01 17:15:00,92.11,28.96,330.33,668.4,GCP,us-east,t2.micro,1,1.0,0.0116,scale_up,233.21,1230.49,0.0174,60.53
2024-01-01 17:45:00,25.03,25.09,66.5,762.76,GCP,us-west,t2.micro,1,1.0,0.0116,scale_down,271.72,605.04,0.0174,25.06
2024-01-01 18:15:00,88.13,25.94,361.68,854.3,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,244.47,1158.95,0.1366,57.03
2024-01-01 18:35:00,61.03,76.46,445.33,463.73,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,243.15,1313.52,0.1366,68.75
2024-01-01 18:45:00,59.0,10.52,196.06,429.82,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,281.19,652.85,0.0174,34.76
2024-01-01 18:55:00,65.75,51.71,220.9,877.0,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,216.28,1289.15,0.0174,58.73
2024-01-01 19:00:00,12.31,40.71,221.09,458.94,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,283.72,652.19,0.0174,26.51
2024-01-01 19:10:00,31.91,93.43,77.12,940.99,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,229.79,1239.37,0.1366,62.67
2024-01-01 19:35:00,13.91,66.98,478.13,641.45,GCP,us-west,B1s,1,1.0,0.012,no_action,260.04,810.93,0.018,40.45
2024-01-01 19:40:00,30.53,29.08,324.94,469.93,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,257.76,561.45,0.0174,29.8
2024-01-01 20:05:00,48.54,74.58,361.6,992.13,GCP,us-west,B1s,1,1.0,0.012,no_action,244.13,1312.62,0.018,61.56
2024-01-01 20:25:00,99.47,69.57,301.0,757.59,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,208.43,1687.61,0.1366,84.52
2024-01-01 20:30:00,60.61,96.19,128.89,721.0,GCP,asia-south,B1s,1,1.0,0.012,scale_up,223.29,1497.31,0.018,78.4
2024-01-01 20:35:00,18.7,50.53,390.27,412.81,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,276.3,722.76,0.0174,34.62
2024-01-01 20:40:00,93.45,31.12,229.69,237.17,GCP,us-east,B1s,1,1.0,0.012,scale_up,249.85,1252.79,0.018,62.29
2024-01-01 21:00:00,64.05,56.41,463.73,547.27,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,240.59,1199.66,0.1366,60.23
2024-01-01 21:10:00,17.28,46.27,128.09,725.46,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,268.51,635.04,0.0174,31.78
2024-01-01 21:15:00,67.69,84.02,109.64,875.81,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,223.89,1557.99,0.1366,75.85
2024-01-01 21:20:00,64.56,78.83,128.68,552.31,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,217.65,1418.64,0.1366,71.69
2024-01-01 21:25:00,43.08,16.14,61.62,221.65,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,270.96,618.68,0.1366,29.61
2024-01-01 22:00:00,11.73,33.38,392.13,223.4,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,262.66,460.27,0.0174,22.55
2024-01-01 22:40:00,16.41,11.09,480.43,763.76,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_down,272.78,226.42,0.0174,13.75
2024-01-01 23:10:00,21.53,40.44,467.64,302.15,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,258.57,521.38,0.1366,30.98
2024-01-01 23:20:00,89.82,68.12,178.66,834.35,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,219.36,1593.53,0.1366,78.97
2024-01-01 23:25:00,77.95,51.45,428.9,755.64,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,241.93,1352.67,0.1366,64.7
2024-01-01 23:30:00,25.97,59.05,493.1,943.65,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,261.49,817.63,0.1366,42.51
2024-01-01 23:55:00,41.98,80.54,299.4,104.71,GCP,asia-south,B1s,1,1.0,0.012,no_action,230.89,1257.61,0.018,61.26
2024-01-02 00:00:00,96.23,43.11,197.12,234.0,GCP,us-west,t2.micro,1,1.0,0.0116,scale_up,237.55,1374.76,0.0174,69.67
2024-01-02 00:20:00,62.2,60.53,302.3,643.14,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,248.88,1256.93,0.1366,61.37
2024-01-02 00:25:00,34.28,84.25,274.22,169.35,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,239.03,1162.64,0.1366,59.27
2024-01-02 00:35:00,39.54,49.06,89.87,298.55,GCP,us-west,B1s,1,1.0,0.012,no_action,270.83,917.54,0.018,44.3
2024-01-02 00:55:00,36.89,94.66,166.68,486.69,GCP,us-west,B1s,1,1.0,0.012,scale_up,239.36,1288.86,0.018,65.78
2024-01-02 01:10:00,77.62,69.13,480.48,162.06,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,225.62,1457.32,0.0174,73.38
2024-01-02 01:15:00,33.55,32.23,457.81,324.59,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,276.25,617.64,0.1366,32.89
2024-01-02 01:30:00,94.31,14.7,238.46,334.14,GCP,asia-south,B1s,1,1.0,0.012,scale_up,253.44,1027.39,0.018,54.51
2024-01-02 01:35:00,27.83,60.88,258.77,974.8,GCP,us-west,B1s,1,1.0,0.012,no_action,239.49,945.34,0.018,44.36
2024-01-02 01:50:00,58.92,17.36,256.24,536.23,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,266.23,808.0,0.0174,38.14
2024-01-02 02:00:00,82.58,51.33,73.38,807.65,GCP,us-east,B1s,1,1.0,0.012,no_action,226.59,1299.14,0.018,66.95
2024-01-02 02:15:00,58.48,54.8,97.46,691.1,GCP,us-west,B1s,1,1.0,0.012,no_action,239.1,1190.22,0.018,56.64
2024-01-02 02:25:00,61.98,67.11,409.06,456.37,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,236.13,1333.54,0.0174,64.55
2024-01-02 02:30:00,24.22,72.63,406.97,385.09,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,248.23,948.32,0.1366,48.42
2024-01-02 02:45:00,98.57,70.11,335.6,249.36,GCP,us-east,t2.micro,1,1.0,0.0116,scale_up,213.79,1736.09,0.0174,84.34
2024-01-02 03:05:00,54.48,84.54,200.84,256.39,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,238.9,1417.54,0.1366,69.51
2024-01-02 03:10:00,19.06,31.59,113.89,413.15,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,290.83,490.38,0.0174,25.32
2024-01-02 03:25:00,25.74,87.02,152.23,853.34,GCP,us-east,B1s,1,1.0,0.012,scale_up,252.33,1060.3,0.018,56.38
2024-01-02 03:40:00,70.37,60.44,99.95,502.35,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,245.67,1302.08,0.0174,65.41
2024-01-02 04:00:00,84.65,35.34,442.74,201.32,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,243.68,1291.81,0.1366,60.0
2024-01-02 04:25:00,89.11,61.46,282.85,487.38,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,218.17,1414.17,0.0174,75.28
2024-01-02 04:50:00,22.6,34.91,487.19,398.21,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,257.18,570.94,0.0174,28.75
2024-01-02 04:55:00,64.97,35.26,143.15,564.92,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,246.79,964.69,0.1366,50.11
2024-01-02 05:35:00,17.22,41.93,473.78,701.72,GCP,asia-south,B1s,1,1.0,0.012,no_action,259.52,662.05,0.018,29.57
2024-01-02 05:50:00,11.05,47.98,182.77,537.4,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,265.0,594.94,0.1366,29.52
2024-01-02 05:55:00,21.07,60.28,204.43,756.26,GCP,asia-south,B1s,1,1.0,0.012,no_action,269.02,834.86,0.018,40.67
2024-01-02 06:00:00,72.32,48.69,352.83,347.84,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,249.5,1176.57,0.0174,60.5
2024-01-02 06:15:00,43.71,25.02,243.74,228.33,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,262.55,726.28,0.0174,34.37
2024-01-02 06:30:00,98.92,50.86,359.72,226.5,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,220.37,1497.08,0.0174,74.89
2024-01-02 06:55:00,58.73,23.87,299.17,587.53,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,265.08,851.04,0.1366,41.3
2024-01-02 07:00:00,49.64,37.21,166.7,275.16,GCP,us-west,B1s,1,1.0,0.012,no_action,254.89,844.9,0.018,43.42
2024-01-02 07:10:00,49.96,66.36,270.0,461.6,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.85,1261.12,0.1366,58.16
2024-01-02 07:15:00,65.86,28.12,227.81,135.51,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,279.45,864.65,0.1366,46.99
2024-01-02 07:30:00,94.96,23.39,258.2,982.89,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,252.09,1180.93,0.1366,59.17
2024-01-02 07:50:00,86.86,49.52,431.14,903.78,GCP,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,237.75,1216.78,0.1366,68.19
2024-01-02 08:25:00,41.39,19.99,413.71,952.92,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,250.37,624.46,0.0174,30.69
2024-01-02 08:45:00,42.2,68.3,105.31,899.79,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,214.55,1114.19,0.1366,55.25
2024-01-02 08:55:00,84.03,82.36,298.63,568.15,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,220.73,1638.45,0.1366,83.19
2024-01-02 09:20:00,49.04,91.89,219.79,967.67,GCP,us-west,B1s,1,1.0,0.012,scale_up,232.19,1380.16,0.018,70.47
2024-01-02 09:25:00,54.44,44.89,334.72,733.47,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,259.99,1055.11,0.1366,49.66
2024-01-02 09:45:00,79.08,47.49,419.98,865.31,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,242.94,1208.76,0.1366,63.28
2024-01-02 09:55:00,22.29,68.65,382.37,384.06,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,242.64,991.53,0.0174,45.47
2024-01-02 10:05:00,20.04,56.43,170.42,851.93,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,259.48,714.98,0.1366,38.23
2024-01-02 10:15:00,96.71,56.71,354.89,380.68,GCP,asia-south,n1-standard-1,1,3.75,0.0475,scale_up,230.44,1570.11,0.1366,76.71
2024-01-02 10:20:00,56.92,97.84,106.5,115.25,GCP,asia-south,B1s,1,1.0,0.012,scale_up,229.35,1577.19,0.018,77.38
2024-01-02 10:35:00,86.24,12.12,454.35,804.88,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,248.59,1058.09,0.1366,49.18
2024-01-02 10:50:00,96.65,16.8,214.56,302.84,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,239.52,1118.61,0.0174,56.73
2024-01-02 11:00:00,44.93,70.67,166.96,410.67,GCP,asia-south,B1s,1,1.0,0.012,no_action,239.86,1179.32,0.018,57.8
2024-01-02 11:05:00,52.3,90.11,368.47,155.98,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,220.44,1528.58,0.0174,71.2
2024-01-02 11:10:00,22.08,96.21,288.35,317.7,GCP,asia-south,B1s,1,1.0,0.012,scale_up,261.09,1183.24,0.018,59.14
2024-01-02 11:15:00,16.86,34.72,413.13,513.7,GCP,us-west,B1s,1,1.0,0.012,no_action,252.09,592.47,0.018,25.79
2024-01-02 11:35:00,78.16,24.55,264.61,746.5,GCP,us-east,B1s,1,1.0,0.012,no_action,255.84,962.44,0.018,51.35
2024-01-02 11:50:00,38.95,86.32,377.99,185.86,GCP,us-east,B1s,1,1.0,0.012,scale_up,233.0,1249.39,0.018,62.63
2024-01-02 11:55:00,53.28,69.62,103.33,360.0,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,245.99,1219.94,0.0174,61.45
2024-01-02 12:00:00,99.39,14.04,392.45,434.55,GCP,us-east,n1-standard-1,1,3.75,0.0475,scale_up,257.48,1104.28,0.1366,56.72
2024-01-02 12:05:00,92.66,95.58,309.71,421.41,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,199.03,1921.93,0.1366,94.12
2024-01-02 12:15:00,29.88,13.5,66.21,257.7,GCP,asia-south,B1s,1,1.0,0.012,scale_down,274.24,468.12,0.018,21.69
2024-01-02 12:35:00,39.84,86.95,143.18,164.04,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,210.56,1277.85,0.0174,63.4
2024-01-02 12:45:00,23.64,88.83,292.59,354.23,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,238.72,1120.62,0.1366,56.23
2024-01-02 12:55:00,97.58,30.35,186.89,373.55,GCP,asia-south,B1s,1,1.0,0.012,scale_up,242.83,1221.86,0.018,63.97
2024-01-02 13:05:00,83.51,26.35,216.92,911.75,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,239.09,1169.72,0.1366,54.93
2024-01-02 13:15:00,80.26,62.54,478.5,138.18,GCP,us-west,n1-standard-1,1,3.75,0.0475,no_action,235.1,1352.85,0.1366,71.4
2024-01-02 13:35:00,27.57,41.08,201.02,980.67,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,270.07,725.45,0.1366,34.33
2024-01-02 13:45:00,80.76,76.1,222.96,122.67,GCP,us-east,B1s,1,1.0,0.012,no_action,206.39,1550.75,0.018,78.43
2024-01-02 14:00:00,21.85,87.88,120.77,378.81,GCP,us-east,B1s,1,1.0,0.012,scale_up,252.07,1077.7,0.018,54.86
2024-01-02 14:05:00,70.54,81.7,162.71,662.39,GCP,us-east,B1s,1,1.0,0.012,no_action,236.0,1535.46,0.018,76.12
2024-01-02 14:45:00,28.48,53.47,170.84,358.72,GCP,us-west,B1s,1,1.0,0.012,no_action,261.1,822.97,0.018,40.98
2024-01-02 14:50:00,64.33,16.93,84.01,956.28,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,253.9,799.02,0.0174,40.63
2024-01-02 15:10:00,28.24,62.88,365.51,712.1,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,252.15,909.03,0.1366,45.56
2024-01-02 15:35:00,74.26,18.23,139.67,889.72,GCP,us-east,n1-standard-1,1,3.75,0.0475,no_action,245.92,890.37,0.1366,46.25
2024-01-02 15:45:00,70.56,17.3,478.17,854.64,GCP,asia-south,B1s,1,1.0,0.012,no_action,261.07,902.2,0.018,43.93
2024-01-02 15:55:00,56.93,16.16,217.0,928.69,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,274.18,849.09,0.1366,36.55
2024-01-02 16:05:00,66.72,32.35,367.46,484.84,GCP,us-east,B1s,1,1.0,0.012,no_action,270.39,952.37,0.018,49.53
2024-01-02 16:25:00,83.27,71.66,99.69,360.27,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,211.68,1508.03,0.1366,77.47
2024-01-02 16:50:00,49.53,64.95,122.16,706.28,GCP,us-west,B1s,1,1.0,0.012,no_action,248.32,1098.87,0.018,57.24
2024-01-02 17:00:00,56.34,24.52,87.6,117.22,GCP,asia-south,B1s,1,1.0,0.012,no_action,252.47,745.67,0.018,40.43
2024-01-02 17:45:00,50.62,26.51,434.74,894.3,GCP,us-west,t2.micro,1,1.0,0.0116,no_action,253.43,768.12,0.0174,38.56
2024-01-02 18:25:00,65.84,76.8,126.45,275.48,GCP,us-east,B1s,1,1.0,0.012,no_action,231.65,1449.56,0.018,71.32
2024-01-02 18:50:00,81.66,34.48,361.56,337.66,GCP,us-east,B1s,1,1.0,0.012,no_action,243.65,1189.06,0.018,58.07
2024-01-02 18:55:00,39.21,34.26,135.92,725.18,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,267.9,666.34,0.0174,36.73
2024-01-02 19:00:00,33.82,69.58,416.72,800.22,GCP,us-east,t2.micro,1,1.0,0.0116,no_action,241.33,1063.1,0.0174,51.7
2024-01-02 19:15:00,91.09,99.65,421.44,860.38,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_up,209.32,1830.62,0.1366,95.37
2024-01-02 19:25:00,87.22,99.79,158.67,136.32,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,196.33,1857.9,0.0174,93.5
2024-01-02 19:40:00,60.71,66.22,438.99,628.24,GCP,asia-south,t2.micro,1,1.0,0.0116,no_action,237.98,1270.5,0.0174,63.47
2024-01-02 19:50:00,93.54,93.62,203.86,574.91,GCP,asia-south,t2.micro,1,1.0,0.0116,scale_up,212.68,1915.86,0.0174,93.58
2024-01-02 19:55:00,63.38,14.8,254.64,707.31,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,250.32,855.88,0.1366,39.09
2024-01-02 20:30:00,89.29,89.46,346.57,290.11,GCP,asia-south,B1s,1,1.0,0.012,scale_up,216.92,1747.28,0.018,89.38
2024-01-02 20:35:00,35.79,82.24,498.76,127.02,GCP,us-east,B1s,1,1.0,0.012,no_action,243.52,1221.32,0.018,59.02
2024-01-02 20:50:00,16.39,28.97,153.21,522.2,GCP,us-west,t2.micro,1,1.0,0.0116,scale_down,272.41,439.36,0.0174,22.68
2024-01-02 20:55:00,25.07,23.25,487.88,783.36,GCP,us-west,n1-standard-1,1,3.75,0.0475,scale_down,275.22,507.17,0.1366,24.16
2024-01-02 21:00:00,35.05,81.85,196.81,369.45,GCP,us-west,B1s,1,1.0,0.012,no_action,236.68,1151.4,0.018,58.45
2024-01-02 21:10:00,23.22,40.84,439.1,239.43,GCP,asia-south,n1-standard-1,1,3.75,0.0475,no_action,267.66,598.18,0.1366,32.03
2024-01-02 21:15:00,37.22,60.71,411.71,223.43,GCP,us-east,B1s,1,1.0,0.012,no_action,252.87,1113.95,0.018,48.97
